,student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,addr_city,addr_district,addr_postal,parsed_json,hobbies,skills.tech.python,skills.tech.excel,skills.tech.sql,skills.soft,family.siblings,family.income.father,family.income.mother,device1_type,device1_brand,device1_year,device2_type,device2_brand,device2_year
488,489,,19,Male,,,South Zachary,yolandarodriguez@hallbaird.com,2010-04-24 01:56:00,Data science,,active,,excellent,230.0,1976-12-13 00:00:00,"Port Jayton 7-kv, dom 3, Tashkent",,Tashkent,,,,,,,,,,,,,,,,,
489,490,,21,Female,59.0,+1-592-495-1232,Batesside,kevin16@gmail.com,2021-10-27 18:58:09,Python,,inactive,,excellent,198.0,1983-08-29 00:00:00,"80592 Wiley Views Suite 243, East Thomasville","{""hobbies"": [""each"", ""team""], ""skills"": {""tech"": {""python"": 2, ""excel"": 4, ""sql"": 1}, ""soft"": [""data"", ""question""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1122, ""mother"": 940}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2023}]}",,,,"{'hobbies': ['each', 'team'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 1}, 'soft': ['data', 'question']}, 'family': {'siblings': 4, 'income': {'father': 1122, 'mother': 940}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}","each,team",2.0,4.0,1.0,"data,question",4.0,1122.0,940.0,laptop,HP,2024.0,phone,Apple,2023.0
490,491,Richard Sandoval,20,Male,90.0,+1-515-268-2891,West Matthew,frankmcguire@galloway.com,1979-02-13 00:00:00,Data science,92.0,inactive,4.46,good,70.0,1989-11-16 00:00:00,"North James 7-kv, dom 5, Tashkent","{""hobbies"": [""article"", ""drug""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 5}, ""soft"": [""firm"", ""reflect""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 250, ""mother"": 889}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}",Tashkent,,,"{'hobbies': ['article', 'drug'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 5}, 'soft': ['firm', 'reflect']}, 'family': {'siblings': 2, 'income': {'father': 250, 'mother': 889}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}","article,drug",1.0,5.0,5.0,"firm,reflect",2.0,250.0,889.0,laptop,HP,2019.0,phone,Xiaomi,2019.0
491,492,,18,Unknown,90.0,+1-517-075-5970,Rivasstad,,2000-07-13 00:00:00,Data science,84.0,active,3.7,,96.0,1976-05-09 04:44:25,"Apartment 30, North Kimberlymouth district, Tashkent, UZ, 100183",,Tashkent, North Kimberlymouth,100183,,,,,,,,,,,,,,,
492,493,Raymond Schultz,19,Male,95.0,+1-561-804-2963,North Jordanton,ali@gmail.com,2003-01-04 00:00:00,Data science,,pending,1.1,excellent,163.0,2001-05-06 00:00:00,"38022 Theresa Highway Suite 457, East Markbury",,,,,,,,,,,,,,,,,,,
493,494,,20,Male,90.0,+1-935-314-2098,West Josephburgh,,1999-02-28 00:00:00,Python,,active,,good,180.0,1995-10-30 02:37:49,UZ 100134 Tashkent Fitzgeraldside,,Tashkent,,100134,,,,,,,,,,,,,,,
494,495,,20,Unknown,93.0,+1-599-634-0361,New Carolyn,,2012-11-11 00:00:00,Data science,,active,,average,268.0,1982-11-22 18:35:00,UZ 100401 Tashkent Port Christopher,,Tashkent,,100401,,,,,,,,,,,,,,,
495,496,Ruth Pierce,20,Unknown,72.0,+1-788-046-2945,West Joelstad,,1977-07-29 00:00:00,Data science,,pending,,good,221.0,2003-02-07 00:00:00,"655 Hughes Rapid Suite 623, New Kevin","{""hobbies"": [""consumer"", ""operation""], ""skills"": {""tech"": {""python"": 4, ""excel"": 2, ""sql"": 3}, ""soft"": [""about"", ""this""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1109, ""mother"": 913}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]}",,,,"{'hobbies': ['consumer', 'operation'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 3}, 'soft': ['about', 'this']}, 'family': {'siblings': 2, 'income': {'father': 1109, 'mother': 913}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}","consumer,operation",4.0,2.0,3.0,"about,this",2.0,1109.0,913.0,laptop,Dell,2023.0,phone,Samsung,2021.0
496,497,,20,Male,74.0,+1-364-486-3509,Destinybury,ali@gmail.com,2021-01-21 12:26:06,Python,92.0,pending,,excellent,188.0,1979-11-28 00:00:00,"Apartment 2, Bakerhaven district, Tashkent, UZ, 100284","{""hobbies"": [""hotel"", ""serve""], ""skills"": {""tech"": {""python"": 3, ""excel"": 5, ""sql"": 5}, ""soft"": [""realize"", ""company""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 818, ""mother"": 495}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}",Tashkent, Bakerhaven,100284,"{'hobbies': ['hotel', 'serve'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 5}, 'soft': ['realize', 'company']}, 'family': {'siblings': 3, 'income': {'father': 818, 'mother': 495}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}","hotel,serve",3.0,5.0,5.0,"realize,company",3.0,818.0,495.0,laptop,Lenovo,2016.0,phone,Xiaomi,2019.0
497,498,,21,Male,90.0,,Angelafurt,ahouston@gmail.com,2021-06-27 00:00:00,Data science,,inactive,,excellent,151.0,1972-05-26 00:00:00,"27108 Mark Ranch, Jenniferchester","{""hobbies"": [""close"", ""class""], ""skills"": {""tech"": {""python"": 5, ""excel"": 5, ""sql"": 5}, ""soft"": [""nice"", ""line""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 530, ""mother"": 583}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}",,,,"{'hobbies': ['close', 'class'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 5}, 'soft': ['nice', 'line']}, 'family': {'siblings': 3, 'income': {'father': 530, 'mother': 583}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}","close,class",5.0,5.0,5.0,"nice,line",3.0,530.0,583.0,laptop,Lenovo,2015.0,phone,Xiaomi,2021.0
498,499,,20,Male,77.0,+1-089-673-5998,Carolshire,taylorwilliam@knapp.com,2022-01-22 07:45:11,Data science,,inactive,1.17,average,85.0,2023-01-14 12:50:16,"89583 Crawford Crescent, Port William","{""hobbies"": [""during"", ""similar""], ""skills"": {""tech"": {""python"": 2, ""excel"": 1, ""sql"": 4}, ""soft"": [""according"", ""race""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 463, ""mother"": 998}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]}",,,,"{'hobbies': ['during', 'similar'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 4}, 'soft': ['according', 'race']}, 'family': {'siblings': 5, 'income': {'father': 463, 'mother': 998}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}","during,similar",2.0,1.0,4.0,"according,race",5.0,463.0,998.0,laptop,HP,2019.0,phone,Samsung,2023.0
499,500,Jason Johnson,19,Female,61.0,+1-975-142-8955,Mariachester,mreynolds@yahoo.com,1979-03-22 07:15:00,Data_sciense,,active,,excellent,162.0,1971-02-03 14:15:08,"47640 Lambert Camp Apt. 309, Port Keithport","{""hobbies"":[""leg"", ""kid""]}",,,,"{'hobbies': ['leg', 'kid']}","leg,kid",,,,,,,,,,,,,
500,501,Dominique Steele,22,Male,77.0,,Natalieland,christinepatterson@powell.biz,1971-08-04 00:00:00,Data_sciense,,inactive,,good,66.0,1988-09-09 00:00:00,"847 Thompson Fall Suite 006, Pooleburgh","{""hobbies"": [""and"", ""have""], ""skills"": {""tech"": {""python"": 4, ""excel"": 1, ""sql"": 1}, ""soft"": [""hope"", ""cut""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 983, ""mother"": 1182}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",,,,"{'hobbies': ['and', 'have'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 1}, 'soft': ['hope', 'cut']}, 'family': {'siblings': 2, 'income': {'father': 983, 'mother': 1182}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}","and,have",4.0,1.0,1.0,"hope,cut",2.0,983.0,1182.0,laptop,HP,2024.0,phone,Samsung,2024.0
501,502,Erica Fisher,21,Unknown,91.0,+1-629-321-7183,North Jeffreytown,ali@gmail.com,2012-01-07 04:36:30,Data science,64.0,inactive,,average,277.0,2009-12-12 06:45:00,UZ 100612 Tashkent New Catherinemouth,,Tashkent,,100612,,,,,,,,,,,,,,,
502,503,Bonnie Fitzpatrick,20,Female,76.0,,Lake Allison,goldengregory@garcia.net,2003-02-25 00:00:00,Data science,,active,4.5,,165.0,2020-12-11 21:06:54,"Apartment 8, Lake Gregory district, Tashkent, UZ, 100234","{""hobbies"": [""nation"", ""great""], ""skills"": {""tech"": {""python"": 3, ""excel"": 2, ""sql"": 4}, ""soft"": [""collection"", ""difference""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 531, ""mother"": 391}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}",Tashkent, Lake Gregory,100234,"{'hobbies': ['nation', 'great'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['collection', 'difference']}, 'family': {'siblings': 0, 'income': {'father': 531, 'mother': 391}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}","nation,great",3.0,2.0,4.0,"collection,difference",0.0,531.0,391.0,laptop,Lenovo,2019.0,phone,Apple,2018.0
503,504,Tara Wood,21,Female,92.0,+1-194-387-2135,Sethtown,troywalters@thorntonobrien.info,2006-02-20 00:00:00,Data science,,active,,,93.0,1975-04-12 11:14:27,"Carrieside 11-kv, dom 25, Tashkent","{""hobbies"":[""nothing"", ""concern""]}",Tashkent,,,"{'hobbies': ['nothing', 'concern']}","nothing,concern",,,,,,,,,,,,,
504,505,Cody Smith,20,Male,90.0,+1-700-975-7215,East Michealstad,reginald97@bell.com,2009-04-27 00:00:00,Data science,,inactive,0.0,good,190.0,1990-09-28 00:00:00,"West Lindaburgh 28-kv, dom 1, Tashkent","{""hobbies"": [""really"", ""coach""], ""skills"": {""tech"": {""python"": 3, ""excel"": 2, ""sql"": 1}, ""soft"": [""opportunity"", ""maintain""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 870, ""mother"": 934}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}",Tashkent,,,"{'hobbies': ['really', 'coach'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 1}, 'soft': ['opportunity', 'maintain']}, 'family': {'siblings': 1, 'income': {'father': 870, 'mother': 934}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}","really,coach",3.0,2.0,1.0,"opportunity,maintain",1.0,870.0,934.0,laptop,HP,2017.0,phone,Xiaomi,2022.0
505,506,Philip Johnson,18,Female,53.0,+1-998-997-7232,West Morganton,,1990-01-30 03:14:00,Data science,90.0,active,0.0,good,221.0,1986-09-02 00:00:00,UZ 100704 Tashkent South Breannaview,"{""hobbies"":[""option"", ""history""]}",Tashkent,,100704,"{'hobbies': ['option', 'history']}","option,history",,,,,,,,,,,,,
506,507,Jeremy Gonzales,22,Male,90.0,,Savagefort,,2023-08-01 12:46:31,Data science,,inactive,1.55,,172.0,1978-05-11 00:00:00,"Port Jose 5-kv, dom 24, Tashkent","{""hobbies"":[""data"", ""level""]}",Tashkent,,,"{'hobbies': ['data', 'level']}","data,level",,,,,,,,,,,,,
507,508,Patrick Morris,20,Unknown,90.0,+1-612-513-1237,Port Erinfort,arianawashington@yahoo.com,2011-11-04 00:00:00,Data science,,inactive,,excellent,171.0,1998-04-19 03:54:23,"Apartment 46, Rickyport district, Tashkent, UZ, 100191","{""hobbies"": [""pull"", ""young""], ""skills"": {""tech"": {""python"": 2, ""excel"": 2, ""sql"": 1}, ""soft"": [""it"", ""listen""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1343, ""mother"": 1340}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}",Tashkent, Rickyport,100191,"{'hobbies': ['pull', 'young'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 1}, 'soft': ['it', 'listen']}, 'family': {'siblings': 5, 'income': {'father': 1343, 'mother': 1340}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}","pull,young",2.0,2.0,1.0,"it,listen",5.0,1343.0,1340.0,laptop,HP,2020.0,phone,Apple,2020.0
508,509,,20,Male,,+1-132-107-2376,Lake Paul,ywatkins@hotmail.com,1996-02-01 02:27:00,Data_sciense,,active,4.5,average,204.0,1993-10-27 00:00:00,UZ 100167 Tashkent New Aaron,"{""hobbies"": [""reflect"", ""anything""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 1}, ""soft"": [""writer"", ""huge""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 363, ""mother"": 751}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]}",Tashkent,,100167,"{'hobbies': ['reflect', 'anything'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 1}, 'soft': ['writer', 'huge']}, 'family': {'siblings': 3, 'income': {'father': 363, 'mother': 751}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}","reflect,anything",1.0,2.0,1.0,"writer,huge",3.0,363.0,751.0,laptop,Dell,2015.0,phone,Samsung,2023.0
509,510,Jodi Collins,18,Female,95.0,+1-269-952-1256,Gabrielhaven,kylerivera@hotmail.com,1981-09-17 20:59:04,Data science,98.0,inactive,,,78.0,2021-07-25 02:11:14,"Reyesfurt 8-kv, dom 19, Tashkent",,Tashkent,,,,,,,,,,,,,,,,,
510,511,,19,Female,,+1-599-034-2124,Smithshire,rachel94@yahoo.com,1995-05-17 00:00:00,Python,85.0,inactive,3.7,excellent,105.0,1990-01-07 00:00:00,"Davisville 14-kv, dom 40, Tashkent",,Tashkent,,,,,,,,,,,,,,,,,
511,512,Richard Black,20,Male,63.0,+1-715-632-2350,West Donaldfort,pattersonandrew@pierce.com,1989-03-04 00:00:00,Data_sciense,,active,3.59,excellent,254.0,1970-01-29 11:05:00,"4538 Frost Mill, North Lisa","{""hobbies"": [""yourself"", ""anyone""], ""skills"": {""tech"": {""python"": 2, ""excel"": 3, ""sql"": 4}, ""soft"": [""east"", ""opportunity""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 392, ""mother"": 1135}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",,,,"{'hobbies': ['yourself', 'anyone'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 4}, 'soft': ['east', 'opportunity']}, 'family': {'siblings': 2, 'income': {'father': 392, 'mother': 1135}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}","yourself,anyone",2.0,3.0,4.0,"east,opportunity",2.0,392.0,1135.0,laptop,Dell,2017.0,phone,Samsung,2024.0
512,513,Donald Barker,20,Unknown,,,West Shawnview,richardsthomas@welchwest.info,2022-12-30 04:24:00,Python,94.0,inactive,,average,267.0,2012-03-14 15:23:57,"54212 Kyle Club Apt. 536, Fletcherfurt","{""hobbies"":[""discover"", ""hour""]}",,,,"{'hobbies': ['discover', 'hour']}","discover,hour",,,,,,,,,,,,,
513,514,Logan Molina,21,Male,90.0,+1-007-545-2962,Micheleport,nathan37@howardparsons.com,1986-05-25 00:00:00,Python,,inactive,3.77,average,57.0,2008-11-05 00:00:00,"Debraville 14-kv, dom 26, Tashkent","{""hobbies"": [""body"", ""occur""], ""skills"": {""tech"": {""python"": 2, ""excel"": 3, ""sql"": 5}, ""soft"": [""wide"", ""month""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 475, ""mother"": 947}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}",Tashkent,,,"{'hobbies': ['body', 'occur'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 5}, 'soft': ['wide', 'month']}, 'family': {'siblings': 3, 'income': {'father': 475, 'mother': 947}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}","body,occur",2.0,3.0,5.0,"wide,month",3.0,475.0,947.0,laptop,HP,2024.0,phone,Apple,2018.0
514,515,,22,Female,90.0,,Steeleshire,rangelmichelle@gmail.com,1970-10-06 00:00:00,Data science,86.0,inactive,1.33,good,183.0,1970-03-15 00:00:00,"8384 Michael Knoll Suite 400, Jamesview","{""hobbies"": [""get"", ""like""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 1}, ""soft"": [""international"", ""some""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 352, ""mother"": 1182}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]}",,,,"{'hobbies': ['get', 'like'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 1}, 'soft': ['international', 'some']}, 'family': {'siblings': 5, 'income': {'father': 352, 'mother': 1182}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}","get,like",5.0,3.0,1.0,"international,some",5.0,352.0,1182.0,laptop,HP,2019.0,phone,Xiaomi,2018.0
515,516,Sherry Rivera,19,Male,93.0,+1-752-409-6717,North Tylerhaven,ali@gmail.com,2018-08-10 00:00:00,Data science,65.0,pending,0.0,excellent,281.0,2023-01-04 23:05:30,"Apartment 20, West Briana district, Tashkent, UZ, 100038","{""hobbies"":[""back"", ""though""]}",Tashkent, West Briana,100038,"{'hobbies': ['back', 'though']}","back,though",,,,,,,,,,,,,
516,517,,20,Male,90.0,,Port Benjamin,,1975-10-04 00:00:00,Data science,,pending,,excellent,103.0,1986-04-10 01:29:00,"Apartment 3, North David district, Tashkent, UZ, 100437","{""hobbies"": [""current"", ""truth""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 2}, ""soft"": [""know"", ""how""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 807, ""mother"": 408}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}",Tashkent, North David,100437,"{'hobbies': ['current', 'truth'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 2}, 'soft': ['know', 'how']}, 'family': {'siblings': 3, 'income': {'father': 807, 'mother': 408}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}","current,truth",3.0,4.0,2.0,"know,how",3.0,807.0,408.0,laptop,HP,2021.0,phone,Samsung,2019.0
517,518,,18,Unknown,90.0,+1-608-151-1642,South Steven,brianna72@yahoo.com,1973-01-15 00:00:00,Data science,71.0,active,3.7,excellent,53.0,2016-02-23 00:00:00,"Apartment 41, North Eric district, Tashkent, UZ, 100515","{""hobbies"": [""rule"", ""specific""], ""skills"": {""tech"": {""python"": 3, ""excel"": 2, ""sql"": 1}, ""soft"": [""then"", ""but""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1006, ""mother"": 1059}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]}",Tashkent, North Eric,100515,"{'hobbies': ['rule', 'specific'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 1}, 'soft': ['then', 'but']}, 'family': {'siblings': 0, 'income': {'father': 1006, 'mother': 1059}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}","rule,specific",3.0,2.0,1.0,"then,but",0.0,1006.0,1059.0,laptop,HP,2020.0,phone,Xiaomi,2020.0
518,519,Debra Hanson,19,Male,,,Sarahton,ali@gmail.com,2000-09-09 09:27:00,Data science,,active,,average,136.0,1996-11-08 00:00:00,"Apartment 10, Michaelhaven district, Tashkent, UZ, 100000","{""hobbies"": [""field"", ""well""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 4}, ""soft"": [""go"", ""age""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 742, ""mother"": 455}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}",Tashkent, Michaelhaven,100000,"{'hobbies': ['field', 'well'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 4}, 'soft': ['go', 'age']}, 'family': {'siblings': 3, 'income': {'father': 742, 'mother': 455}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}","field,well",4.0,5.0,4.0,"go,age",3.0,742.0,455.0,laptop,Dell,2017.0,phone,Xiaomi,2022.0
519,520,,19,Male,63.0,,Danielfurt,beckjoseph@yatesgreen.info,2022-09-20 02:10:17,Data science,,pending,4.5,average,174.0,1987-11-02 00:00:00,"0127 Salazar Hollow, Kimberlyfurt","{""hobbies"": [""mouth"", ""perhaps""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 2}, ""soft"": [""agent"", ""history""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 236, ""mother"": 1113}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]}",,,,"{'hobbies': ['mouth', 'perhaps'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 2}, 'soft': ['agent', 'history']}, 'family': {'siblings': 4, 'income': {'father': 236, 'mother': 1113}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}","mouth,perhaps",4.0,5.0,2.0,"agent,history",4.0,236.0,1113.0,laptop,Lenovo,2019.0,phone,Apple,2019.0
520,521,Maxwell Smith,18,Male,,+1-792-546-0992,New Laura,,1977-05-23 00:00:00,Data science,62.0,active,3.7,excellent,245.0,1975-06-18 21:28:17,"Taylorstad 17-kv, dom 5, Tashkent","{""hobbies"": [""consumer"", ""there""], ""skills"": {""tech"": {""python"": 5, ""excel"": 1, ""sql"": 5}, ""soft"": [""black"", ""step""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 438, ""mother"": 1056}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]}",Tashkent,,,"{'hobbies': ['consumer', 'there'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 5}, 'soft': ['black', 'step']}, 'family': {'siblings': 3, 'income': {'father': 438, 'mother': 1056}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}","consumer,there",5.0,1.0,5.0,"black,step",3.0,438.0,1056.0,laptop,HP,2019.0,phone,Samsung,2021.0
521,522,,20,Male,67.0,+1-191-971-2973,Leachberg,,1983-06-11 00:00:00,Python,,active,4.5,excellent,83.0,2023-10-12 11:48:07,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""back"", ""tell""], ""skills"": {""tech"": {""python"": 4, ""excel"": 3, ""sql"": 4}, ""soft"": [""if"", ""boy""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 339, ""mother"": 655}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}",,,,"{'hobbies': ['back', 'tell'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 4}, 'soft': ['if', 'boy']}, 'family': {'siblings': 4, 'income': {'father': 339, 'mother': 655}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}","back,tell",4.0,3.0,4.0,"if,boy",4.0,339.0,655.0,laptop,Lenovo,2020.0,phone,Apple,2022.0
522,523,Matthew Madden,20,Unknown,81.0,+1-199-491-4573,Port Samanthaport,,1996-02-09 00:00:00,Data science,,active,,good,70.0,2023-04-11 18:02:39,"Ashleyfurt 26-kv, dom 22, Tashkent","{""hobbies"": [""could"", ""if""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 5}, ""soft"": [""crime"", ""common""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 423, ""mother"": 622}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}",Tashkent,,,"{'hobbies': ['could', 'if'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 5}, 'soft': ['crime', 'common']}, 'family': {'siblings': 0, 'income': {'father': 423, 'mother': 622}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}","could,if",1.0,5.0,5.0,"crime,common",0.0,423.0,622.0,laptop,Dell,2024.0,phone,Samsung,2020.0
523,524,David Sanchez,18,Female,72.0,+1-664-042-7375,Elizabethside,,2015-10-29 00:00:00,Data science,,inactive,4.5,excellent,292.0,2023-10-19 02:30:27,"98293 April Keys, New Timothyfurt","{""hobbies"":[""around"", ""may""]}",,,,"{'hobbies': ['around', 'may']}","around,may",,,,,,,,,,,,,
